TF,Fast,Slow,Band,TP,SL,ROE,Trades,WinRate
15min,12,50,10,0.03,0.03,4.759999999999977,72,63.888888888888886
15min,3,60,30,0.02,0.03,4.7594999999999885,80,75.0
5min,9,50,20,0.05,0.02,4.75699999999992,91,39.56043956043956
5min,12,50,20,0.02,0.03,4.7559999999998865,126,68.25396825396825
5min,9,26,20,0.05,0.02,4.750999999999948,81,40.74074074074074
15min,3,60,50,0.05,0.02,4.748999999999896,61,44.26229508196721
15min,3,50,20,0.05,0.02,4.746999999999943,64,43.75
15min,9,15,10,0.02,0.03,4.743999999999986,62,79.03225806451613
15min,3,26,30,0.02,0.03,4.740999999999971,67,77.61194029850746
5min,9,26,30,0.03,0.03,4.735999999999947,73,63.013698630136986
15min,12,26,10,0.02,0.03,4.725499999999954,72,76.38888888888889
5min,6,60,20,0.05,0.03,4.719499999999954,77,48.05194805194805
5min,9,60,50,0.02,0.03,4.719499999999911,104,70.1923076923077
15min,12,60,30,0.05,0.01,4.717999999999961,77,31.16883116883117
15min,3,26,50,0.02,0.03,4.710499999999968,57,80.7017543859649
5min,3,20,20,0.05,0.03,4.7094999999999345,69,49.275362318840585
15min,6,26,30,0.02,0.03,4.703999999999965,64,78.125
5min,12,26,20,0.02,0.03,4.703499999999934,111,69.36936936936937
15min,3,10,50,0.05,0.03,4.699499999999972,27,66.66666666666666
5min,9,26,10,0.05,0.02,4.698999999999941,88,39.77272727272727
5min,12,50,30,0.02,0.03,4.69799999999988,116,68.96551724137932
5min,3,50,10,0.05,0.03,4.696999999999903,82,47.5609756097561
1min,12,60,10,0.05,0.03,4.695000000000135,126,43.65079365079365
5min,12,60,10,0.02,0.03,4.690499999999915,141,67.37588652482269
5min,9,26,30,0.05,0.01,4.676500000000061,92,29.347826086956523
15min,9,60,20,0.02,0.03,4.6699999999999875,79,74.68354430379746
15min,3,10,50,0.05,0.01,4.652999999999992,32,50.0
5min,3,26,20,0.05,0.03,4.645499999999927,69,49.275362318840585
15min,3,15,50,0.05,0.02,4.644499999999965,42,50.0
5min,12,26,30,0.03,0.03,4.6394999999999555,62,66.12903225806451
5min,6,20,30,0.05,0.03,4.638999999999953,54,51.85185185185185
5min,12,26,10,0.02,0.03,4.637499999999875,128,67.96875
5min,12,50,30,0.03,0.03,4.636499999999899,87,60.91954022988506
15min,9,60,10,0.02,0.03,4.635499999999979,84,73.80952380952381
5min,6,50,50,0.05,0.01,4.62950000000005,99,28.28282828282828
15min,9,26,20,0.02,0.03,4.626999999999967,66,77.27272727272727
5min,3,26,10,0.05,0.03,4.6259999999999195,77,48.05194805194805
15min,3,50,30,0.05,0.01,4.624999999999943,78,30.76923076923077
15min,3,26,10,0.05,0.01,4.6229999999999905,72,31.944444444444443
15min,9,26,30,0.03,0.03,4.6219999999999715,53,67.9245283018868
15min,3,50,10,0.02,0.03,4.617499999999993,84,73.80952380952381
15min,6,20,10,0.02,0.03,4.615999999999971,71,76.05633802816901
5min,6,60,10,0.05,0.01,4.613500000000045,131,25.954198473282442
15min,6,60,30,0.02,0.03,4.606999999999985,81,74.07407407407408
15min,6,50,50,0.02,0.03,4.596499999999992,68,76.47058823529412
5min,12,20,10,0.02,0.03,4.590499999999892,118,68.64406779661016
15min,9,60,30,0.03,0.03,4.586999999999989,63,65.07936507936508
15min,9,20,30,0.03,0.03,4.582999999999984,47,70.2127659574468
15min,12,50,20,0.03,0.03,4.581999999999979,63,65.07936507936508
5min,12,50,50,0.03,0.03,4.579499999999925,73,63.013698630136986
5min,9,50,50,0.03,0.03,4.578999999999937,77,62.33766233766234
15min,9,15,30,0.05,0.03,4.577499999999986,33,60.60606060606061
15min,6,26,50,0.03,0.02,4.574499999999944,53,62.264150943396224
15min,3,20,30,0.02,0.03,4.569499999999977,61,78.68852459016394
15min,3,20,10,0.02,0.03,4.558499999999981,71,76.05633802816901
5min,9,60,20,0.05,0.02,4.555999999999912,92,39.130434782608695
5min,12,50,50,0.02,0.03,4.551499999999891,98,70.40816326530613
5min,9,50,10,0.05,0.02,4.549499999999924,96,38.54166666666667
15min,6,26,10,0.02,0.03,4.5464999999999804,73,75.34246575342466
5min,6,15,20,0.05,0.03,4.54399999999994,57,50.877192982456144
15min,12,50,30,0.05,0.01,4.539499999999947,74,31.08108108108108
15min,6,50,30,0.02,0.03,4.533499999999989,78,74.35897435897436
5min,3,50,30,0.05,0.03,4.527999999999963,67,49.25373134328358
5min,6,20,20,0.05,0.01,4.527000000000015,104,27.884615384615387
15min,12,20,10,0.02,0.03,4.522499999999937,68,76.47058823529412
15min,3,10,50,0.05,0.02,4.5159999999999485,29,58.620689655172406
15min,6,15,30,0.02,0.03,4.5084999999999695,53,81.13207547169812
5min,9,26,20,0.02,0.03,4.507499999999908,115,68.69565217391305
15min,9,20,50,0.05,0.02,4.490999999999971,36,52.77777777777778
15min,3,26,10,0.02,0.03,4.490499999999997,73,75.34246575342466
15min,6,26,50,0.02,0.03,4.487999999999971,55,80.0
15min,3,26,10,0.05,0.02,4.484499999999969,59,44.06779661016949
15min,3,60,10,0.02,0.03,4.483999999999995,88,72.72727272727273
15min,9,60,50,0.05,0.02,4.4804999999999495,60,43.333333333333336
15min,3,60,20,0.02,0.03,4.478999999999999,83,73.49397590361446
15min,3,50,50,0.02,0.03,4.469499999999982,73,75.34246575342466
15min,6,50,20,0.02,0.03,4.4669999999999845,80,73.75
1min,6,60,10,0.05,0.01,4.465500000000063,263,21.673003802281368
1min,9,60,10,0.05,0.03,4.451999999999998,131,42.74809160305343
15min,6,10,10,0.02,0.03,4.451499999999982,60,78.33333333333333
15min,6,60,10,0.03,0.02,4.448499999999939,83,54.21686746987952
15min,9,50,20,0.02,0.03,4.445499999999981,75,74.66666666666667
5min,6,50,20,0.05,0.01,4.445000000000064,117,26.495726495726498
15min,3,50,30,0.05,0.02,4.4254999999999285,63,42.857142857142854
5min,9,15,10,0.03,0.03,4.423999999999964,84,60.71428571428571
5min,3,10,20,0.05,0.03,4.412499999999966,52,51.92307692307693
15min,9,50,50,0.03,0.03,4.4114999999999895,54,66.66666666666666
15min,6,15,30,0.03,0.01,4.4065000000000225,55,52.72727272727272
5min,3,26,50,0.05,0.03,4.4044999999999845,50,52.0
15min,3,50,20,0.02,0.03,4.398999999999987,80,73.75
5min,6,15,10,0.05,0.02,4.390499999999918,87,39.08045977011494
15min,6,15,20,0.03,0.02,4.389499999999984,59,59.32203389830508
5min,12,60,20,0.02,0.02,4.385999999999896,162,58.0246913580247
15min,3,10,10,0.02,0.03,4.382999999999996,65,76.92307692307693
5min,12,20,10,0.03,0.03,4.381499999999917,88,60.22727272727273
5min,3,20,10,0.05,0.03,4.377499999999927,78,47.43589743589743
15min,9,15,20,0.03,0.03,4.369499999999988,44,70.45454545454545
5min,6,20,10,0.05,0.01,4.366500000000045,123,26.01626016260163
15min,6,60,50,0.02,0.03,4.366500000000002,74,74.32432432432432
5min,12,50,20,0.02,0.02,4.3624999999998835,156,58.333333333333336
5min,9,60,50,0.03,0.03,4.360999999999933,78,61.53846153846154
5min,6,15,10,0.05,0.01,4.3605000000000445,118,26.27118644067797
15min,12,50,50,0.03,0.03,4.356499999999983,54,66.66666666666666
5min,12,26,10,0.03,0.03,4.34899999999989,94,59.57446808510638
5min,6,50,10,0.05,0.01,4.346000000000075,129,25.581395348837212
15min,9,15,30,0.05,0.02,4.3364999999999725,37,51.35135135135135
15min,3,26,20,0.02,0.03,4.335999999999984,72,75.0
1min,9,50,10,0.05,0.02,4.333000000000055,163,33.74233128834356
5min,9,26,10,0.02,0.03,4.331499999999892,129,67.44186046511628
15min,6,60,20,0.03,0.02,4.33049999999993,79,54.43037974683544
15min,9,20,30,0.02,0.03,4.321499999999986,54,79.62962962962963
15min,3,10,20,0.05,0.02,4.320999999999955,47,46.808510638297875
5min,6,26,10,0.05,0.01,4.319500000000033,124,25.806451612903224
5min,6,50,50,0.05,0.02,4.31599999999996,71,40.845070422535215
15min,3,60,50,0.02,0.03,4.315499999999972,77,74.02597402597402
5min,12,50,10,0.02,0.02,4.31399999999995,166,57.831325301204814
15min,6,20,50,0.03,0.03,4.313499999999991,40,72.5
5min,6,26,20,0.05,0.02,4.312499999999972,81,39.50617283950617
15min,9,26,30,0.02,0.03,4.301999999999964,61,77.04918032786885
5min,3,15,10,0.05,0.03,4.296499999999938,76,47.368421052631575
5min,3,60,10,0.05,0.03,4.284499999999909,84,46.42857142857143
1min,6,50,10,0.05,0.01,4.279000000000039,256,21.484375
15min,12,20,20,0.03,0.03,4.275999999999982,48,68.75
15min,9,50,30,0.02,0.03,4.270499999999984,71,74.64788732394366
5min,6,26,20,0.02,0.03,4.269999999999882,118,67.79661016949152
5min,3,20,30,0.05,0.03,4.268999999999963,63,49.2063492063492
15min,3,50,30,0.02,0.03,4.2664999999999935,79,73.41772151898735
5min,6,60,50,0.05,0.01,4.254000000000019,104,26.923076923076923
5min,6,50,30,0.02,0.03,4.2464999999999264,118,67.79661016949152
5min,12,60,30,0.02,0.03,4.244499999999846,120,67.5
5min,12,60,30,0.03,0.03,4.243999999999872,91,59.34065934065934
5min,6,50,50,0.02,0.03,4.236999999999952,103,68.93203883495146
5min,12,60,50,0.03,0.01,4.234999999999928,121,38.01652892561984
15min,6,15,10,0.02,0.03,4.233499999999992,66,75.75757575757575
5min,12,26,30,0.05,0.01,4.232500000000002,68,32.35294117647059
15min,9,15,20,0.02,0.03,4.2309999999999945,51,80.3921568627451
5min,9,26,50,0.05,0.03,4.222999999999985,39,56.41025641025641
5min,9,26,30,0.05,0.02,4.220999999999933,68,41.17647058823529
5min,12,60,10,0.03,0.03,4.215499999999892,101,58.415841584158414
0.5min,9,60,10,0.05,0.03,4.213000000000051,139,42.44604316546763
5min,6,50,20,0.02,0.03,4.206499999999934,125,67.2
5min,12,50,10,0.03,0.03,4.202499999999901,97,58.76288659793815
5min,9,26,30,0.02,0.03,4.201999999999927,98,69.38775510204081
5min,9,20,20,0.03,0.03,4.199499999999972,77,61.038961038961034
5min,12,20,20,0.05,0.03,4.194499999999962,47,53.191489361702125
5min,9,20,10,0.02,0.03,4.191499999999877,125,67.2
5min,3,50,20,0.05,0.03,4.1764999999999475,74,47.2972972972973
15min,6,50,10,0.03,0.02,4.172999999999931,80,53.75
5min,3,15,20,0.05,0.03,4.166999999999945,66,48.484848484848484
5min,12,60,10,0.02,0.02,4.166499999999957,173,57.22543352601156
15min,12,60,30,0.03,0.03,4.155999999999992,65,63.07692307692307
15min,6,20,20,0.03,0.02,4.1549999999999585,63,57.14285714285714
5min,6,26,10,0.02,0.03,4.151499999999899,133,66.9172932330827
15min,12,60,20,0.02,0.03,4.139999999999986,83,72.28915662650603
15min,12,60,30,0.05,0.02,4.13749999999996,66,40.909090909090914
5min,12,20,10,0.03,0.01,4.13600000000001,140,36.42857142857142
15min,12,60,50,0.03,0.03,4.131999999999991,57,64.91228070175438
5min,9,60,10,0.05,0.02,4.1284999999999314,99,37.37373737373738
1min,12,60,10,0.05,0.02,4.12100000000018,163,33.74233128834356
15min,12,50,10,0.02,0.03,4.118499999999969,83,72.28915662650603
5min,12,26,10,0.02,0.02,4.11499999999991,160,57.49999999999999
15min,3,20,20,0.02,0.03,4.114499999999978,68,75.0
15min,9,26,50,0.03,0.03,4.1089999999999804,43,69.76744186046511
15min,3,15,10,0.02,0.03,4.106999999999985,68,75.0
15min,12,60,10,0.02,0.03,4.106499999999983,88,71.5909090909091
5min,6,50,30,0.05,0.01,4.102000000000032,110,26.36363636363636
15min,3,20,50,0.02,0.03,4.098999999999975,53,79.24528301886792
15min,12,20,20,0.02,0.03,4.081999999999965,55,78.18181818181819
5min,6,60,50,0.02,0.03,4.0774999999999295,107,68.22429906542055
1min,3,60,20,0.05,0.03,4.075000000000003,125,42.4
15min,6,15,20,0.03,0.01,4.0610000000000355,64,46.875
15min,9,15,20,0.03,0.02,4.058999999999955,49,61.224489795918366
15min,6,10,20,0.03,0.03,4.050499999999985,41,70.73170731707317
15min,3,10,30,0.02,0.03,4.043499999999966,55,78.18181818181819
15min,3,15,50,0.02,0.03,4.040999999999968,50,80.0
5min,12,26,10,0.03,0.01,4.039999999999978,157,35.03184713375796
15min,3,15,20,0.02,0.03,4.034999999999997,65,75.38461538461539
15min,9,50,50,0.02,0.03,4.03149999999998,62,75.80645161290323
5min,12,60,50,0.02,0.02,4.031499999999895,129,58.91472868217055
15min,3,10,20,0.02,0.03,4.024499999999989,60,76.66666666666667
5min,6,26,30,0.02,0.03,4.022999999999897,107,68.22429906542055
15min,9,60,50,0.03,0.03,4.019999999999996,60,63.33333333333333
5min,9,60,30,0.02,0.03,4.01799999999993,121,66.94214876033058
15min,6,20,50,0.03,0.02,4.017499999999956,44,63.63636363636363
5min,6,60,50,0.03,0.03,4.01449999999997,78,60.256410256410255
5min,12,60,50,0.02,0.01,4.013999999999953,149,45.63758389261745
5min,12,20,20,0.03,0.03,4.005999999999943,63,63.49206349206349
5min,6,60,50,0.05,0.02,4.004499999999922,73,39.726027397260275
15min,3,60,10,0.03,0.02,3.999499999999955,86,52.32558139534884
5min,6,50,50,0.03,0.03,3.998999999999995,78,60.256410256410255
15min,12,15,20,0.05,0.03,3.995999999999981,19,73.68421052631578
5min,6,50,20,0.05,0.02,3.994999999999962,87,37.93103448275862
5min,12,20,20,0.05,0.02,3.993499999999941,59,42.3728813559322
5min,12,50,30,0.02,0.02,3.9804999999998927,145,57.931034482758626
5min,6,50,10,0.05,0.02,3.977499999999892,97,37.11340206185567
1min,12,60,20,0.05,0.03,3.9765000000000152,106,43.39622641509434
1min,6,60,20,0.05,0.03,3.9765000000000015,116,43.103448275862064
15min,12,50,50,0.02,0.03,3.976499999999973,62,75.80645161290323
15min,9,60,30,0.02,0.03,3.9694999999999823,74,72.97297297297297
15min,3,15,30,0.02,0.03,3.9674999999999723,57,77.19298245614034
15min,12,50,30,0.03,0.03,3.9674999999999723,62,62.903225806451616
5min,12,60,20,0.02,0.01,3.9639999999999844,198,42.92929292929293
5min,12,60,10,0.02,0.01,3.961000000000069,209,42.58373205741627
1min,3,60,10,0.05,0.03,3.95950000000002,143,41.25874125874126
15min,3,10,10,0.03,0.02,3.95799999999997,64,56.25
5min,9,50,20,0.02,0.03,3.9564999999999206,126,66.66666666666666
15min,9,10,10,0.05,0.01,3.956000000000003,17,70.58823529411765
5min,12,26,20,0.02,0.02,3.9544999999999395,141,58.156028368794324
15min,12,26,20,0.03,0.03,3.95299999999996,56,64.28571428571429
15min,6,10,10,0.03,0.01,3.9505000000000337,65,46.15384615384615
15min,9,10,10,0.05,0.03,3.950499999999991,14,85.71428571428571
15min,12,50,20,0.02,0.03,3.947999999999965,74,72.97297297297297
5min,6,20,20,0.05,0.02,3.9419999999999504,77,38.961038961038966
5min,9,60,20,0.02,0.03,3.93849999999992,131,66.41221374045801
5min,9,60,10,0.02,0.03,3.936499999999924,141,65.95744680851064
5min,9,50,50,0.03,0.01,3.9360000000000213,125,36.8
5min,6,20,10,0.05,0.02,3.932999999999922,90,37.77777777777778
15min,9,26,50,0.02,0.03,3.9314999999999714,49,79.59183673469387
15min,12,15,20,0.05,0.01,3.92949999999999,23,56.52173913043478
15min,6,20,30,0.03,0.02,3.9279999999999546,57,57.89473684210527
15min,12,50,30,0.05,0.02,3.9229999999999308,64,40.625
15min,9,10,10,0.05,0.02,3.918499999999994,15,80.0
5min,12,20,10,0.02,0.02,3.9184999999999235,149,57.71812080536913
1min,6,50,10,0.03,0.03,3.9174999999999613,185,54.054054054054056
5min,12,26,20,0.03,0.01,3.9110000000000014,133,36.09022556390977
1min,6,60,10,0.03,0.03,3.9014999999999986,189,53.96825396825397
1min,3,50,10,0.05,0.03,3.90000000000002,139,41.726618705035975
5min,12,26,10,0.02,0.01,3.898500000000013,192,43.22916666666667
15min,6,15,30,0.03,0.02,3.8969999999999483,52,59.61538461538461
5min,3,15,30,0.05,0.03,3.8954999999999984,52,50.0
5min,6,26,30,0.05,0.01,3.8870000000000573,102,26.47058823529412
15min,12,26,30,0.03,0.03,3.8869999999999716,50,66.0
5min,9,50,30,0.02,0.03,3.8814999999999316,118,66.94915254237289
15min,6,60,30,0.03,0.02,3.8794999999999367,77,53.246753246753244
15min,9,15,50,0.05,0.01,3.8744999999999976,18,66.66666666666666
5min,6,50,10,0.02,0.03,3.8694999999999027,138,65.94202898550725
5min,6,20,20,0.02,0.03,3.862999999999886,111,67.56756756756756
15min,3,50,10,0.03,0.02,3.8614999999999498,82,52.4390243902439
15min,6,20,50,0.03,0.01,3.860000000000028,47,53.191489361702125
15min,6,60,50,0.03,0.02,3.858999999999966,70,54.285714285714285
15min,6,10,10,0.03,0.02,3.85299999999998,60,56.666666666666664
5min,6,20,30,0.02,0.03,3.849999999999923,91,69.23076923076923
5min,12,60,50,0.03,0.02,3.8449999999998568,100,50.0
1min,6,50,10,0.02,0.03,3.8430000000000035,245,62.857142857142854
15min,6,20,50,0.02,0.03,3.8419999999999845,46,80.43478260869566
15min,6,60,10,0.03,0.01,3.8404999999999774,93,39.784946236559136
1min,6,60,20,0.05,0.02,3.8394999999999726,140,34.285714285714285
5min,9,15,10,0.02,0.02,3.8369999999999753,135,58.51851851851851
5min,12,50,10,0.02,0.01,3.830000000000041,202,42.57425742574257
5min,12,50,30,0.03,0.01,3.827499999999958,142,35.2112676056338
5min,6,20,10,0.02,0.03,3.8209999999999273,131,66.41221374045801
15min,6,20,30,0.03,0.01,3.8110000000000213,63,46.03174603174603
15min,6,15,10,0.03,0.02,3.8069999999999737,65,55.38461538461539
5min,6,26,10,0.05,0.02,3.8069999999999027,91,37.362637362637365
5min,12,50,50,0.03,0.01,3.799999999999955,107,38.31775700934579
5min,12,26,20,0.02,0.01,3.79500000000003,166,43.97590361445783
15min,6,50,30,0.03,0.02,3.7939999999999396,75,53.333333333333336
15min,3,10,10,0.03,0.01,3.793000000000006,71,43.66197183098591
5min,9,26,20,0.02,0.02,3.78799999999994,146,57.534246575342465
5min,12,26,30,0.02,0.03,3.783499999999947,80,71.25
15min,9,20,30,0.03,0.02,3.7829999999999586,53,58.490566037735846
5min,9,50,10,0.02,0.03,3.7794999999999273,135,65.92592592592592
15min,6,50,10,0.03,0.01,3.7714999999999748,90,40.0
15min,9,15,50,0.05,0.02,3.770499999999984,16,75.0
15min,12,26,30,0.02,0.03,3.769499999999965,58,75.86206896551724
15min,3,10,20,0.03,0.01,3.7630000000000052,64,45.3125
15min,12,26,20,0.02,0.03,3.761499999999955,65,73.84615384615385
15min,3,60,30,0.03,0.02,3.7589999999999293,78,52.56410256410257
15min,6,15,50,0.03,0.01,3.756000000000043,41,56.09756097560976
1min,6,60,10,0.02,0.03,3.7559999999999856,257,62.64591439688716
15min,9,60,10,0.03,0.02,3.755499999999927,83,51.80722891566265
5min,6,26,20,0.03,0.03,3.7504999999999593,87,58.620689655172406
5min,9,60,20,0.03,0.03,3.747499999999903,97,57.73195876288659
15min,3,10,30,0.03,0.01,3.7465000000000117,60,46.666666666666664
5min,9,50,30,0.03,0.03,3.7464999999999264,87,58.620689655172406
0.5min,9,50,10,0.05,0.03,3.742500000000007,135,42.22222222222222
15min,6,15,10,0.03,0.01,3.7405000000000257,71,43.66197183098591
1min,6,50,10,0.02,0.02,3.7385000000000868,305,53.442622950819676
15min,9,15,50,0.05,0.03,3.7369999999999806,15,80.0
5min,12,60,20,0.03,0.01,3.7314999999999543,161,34.161490683229815
15min,6,10,20,0.03,0.01,3.7285000000000257,49,51.02040816326531
15min,12,20,50,0.05,0.01,3.7284999999999973,20,60.0
15min,6,26,20,0.03,0.02,3.724999999999952,66,54.54545454545454
5min,9,50,50,0.02,0.02,3.719999999999899,131,58.01526717557252
1min,12,50,20,0.05,0.03,3.7175000000000584,94,43.61702127659575
5min,9,60,50,0.03,0.01,3.6975000000000193,128,35.9375
1min,12,50,10,0.05,0.02,3.695000000000121,162,33.33333333333333
5min,9,50,50,0.02,0.01,3.693000000000012,153,44.44444444444444
5min,12,50,20,0.02,0.01,3.691999999999979,191,42.40837696335078
5min,12,50,10,0.03,0.01,3.691500000000019,165,33.939393939393945
5min,6,60,20,0.05,0.01,3.6865000000000663,121,24.793388429752067
5min,9,26,20,0.03,0.03,3.68599999999995,85,58.82352941176471
1min,3,60,20,0.03,0.03,3.6850000000000307,183,53.551912568306015
5min,9,60,50,0.02,0.02,3.682499999999905,133,57.89473684210527
5min,12,60,20,0.03,0.02,3.6824999999998624,123,47.96747967479675
5min,9,26,10,0.02,0.02,3.681499999999957,162,56.79012345679012
15min,6,20,20,0.03,0.01,3.680500000000038,69,43.47826086956522
5min,6,15,10,0.02,0.03,3.6784999999999144,125,66.4
1min,9,60,10,0.05,0.02,3.676000000000115,170,32.94117647058823
1min,9,50,10,0.05,0.01,3.6709999999999776,251,21.115537848605577
15min,9,15,20,0.03,0.01,3.669000000000011,54,48.148148148148145
15min,6,10,20,0.02,0.03,3.668499999999966,47,78.72340425531915
15min,12,60,50,0.02,0.03,3.6679999999999784,65,73.84615384615385
5min,12,26,20,0.03,0.02,3.6679999999998785,106,49.056603773584904
5min,6,15,30,0.05,0.03,3.666999999999973,42,52.38095238095239
15min,3,60,20,0.03,0.02,3.664499999999947,81,51.85185185185185
15min,9,60,20,0.03,0.02,3.658999999999949,79,51.89873417721519
0.5min,6,50,10,0.02,0.03,3.6570000000001386,265,61.886792452830186
0.5min,6,60,10,0.05,0.03,3.6565000000000367,157,41.40127388535032
15min,9,15,10,0.03,0.02,3.6499999999999777,64,54.6875
5min,6,50,30,0.05,0.02,3.6414999999999367,82,37.80487804878049
15min,6,60,20,0.03,0.01,3.6404999999999745,88,39.77272727272727
15min,6,10,30,0.03,0.01,3.6385000000000502,38,57.89473684210527
15min,6,50,20,0.03,0.02,3.6359999999999384,76,52.63157894736842
15min,12,26,50,0.03,0.03,3.6270000000000095,41,68.29268292682927
15min,9,50,10,0.03,0.02,3.626499999999936,79,51.89873417721519
5min,6,60,30,0.05,0.01,3.6245000000000402,116,25.0
5min,12,20,10,0.02,0.01,3.623500000000036,175,43.42857142857143
5min,12,50,30,0.02,0.01,3.62299999999999,175,42.857142857142854
5min,9,20,20,0.02,0.02,3.6214999999999407,125,58.4
15min,3,20,50,0.03,0.01,3.6210000000000098,58,46.55172413793103
15min,9,15,10,0.03,0.01,3.61950000000003,70,42.857142857142854
15min,9,60,10,0.03,0.01,3.6154999999999546,92,39.130434782608695
15min,6,20,10,0.03,0.02,3.6114999999999493,69,53.62318840579711
5min,12,50,50,0.03,0.02,3.6109999999998763,89,50.56179775280899
15min,3,15,20,0.03,0.02,3.6074999999999733,64,54.6875
5min,12,20,20,0.05,0.01,3.6055000000000206,71,29.577464788732392
5min,12,60,10,0.03,0.01,3.60450000000003,170,33.52941176470588
15min,3,26,50,0.03,0.02,3.599999999999966,57,56.14035087719298
